,Sentence,Intent,Color,Item
7050,rcyeustttywsou,unknown,unknown,unknown
1703,srfx,unknown,unknown,unknown
4772,coha,unknown,unknown,unknown
7190,clmhuqgbjqufopkdh,unknown,unknown,unknown
5835,dwpebhqpwktl,unknown,unknown,unknown
7400,kdijnj,unknown,unknown,unknown
8583,gutfncppindejd,unknown,unknown,unknown
11532,pyotejavucbwbpyq,unknown,unknown,unknown
13388,tneahpheb,unknown,unknown,unknown
6701,fkhscyphrxdyq,unknown,unknown,unknown
16253,flmwovvfqoklmwvvci,unknown,unknown,unknown
14835,cyynwzbiqspjkikolmv,unknown,unknown,unknown
6993,may i ask for a yellow chemise,Check Availability,yellow,chemise
5869,gawbnlmqtbtsuo,unknown,unknown,unknown
7926,swzzoo,unknown,unknown,unknown
2418,ya,unknown,unknown,unknown
14393,kqkcwfdfhki,unknown,unknown,unknown
15670,ouzngwdtczyd,unknown,unknown,unknown
14916,aothylmicdlmkq,unknown,unknown,unknown
10491,lmci,unknown,unknown,unknown
2637,kdaasbjklmyfvusa,unknown,unknown,unknown
15567,jxaswppxb,unknown,unknown,unknown
14266,esgchotgpbe,unknown,unknown,unknown
3776,yzbzgvcnwrkdwdcxd,unknown,unknown,unknown
720,is there available a red jeans,Check Availability,red,jeans
5570,what about the red hat,unknown,red,hat
5476,kvpsotkuz,unknown,unknown,unknown
1874,uijgri,unknown,unknown,unknown
16401,how much does a blajk pantalon cost ?,Asking for the price,black,pantalon
9548,epfiatkdeoxw,unknown,unknown,unknown
1913,pzzwnk,unknown,unknown,unknown
3977,is there a white hat,Check Availability,white,hat
7543,tihnd,unknown,unknown,unknown
5168,pijyqralmzolmi,unknown,unknown,unknown
16400,is there a black shirt?,Check Availability,black,shirt
3523,She is cleaning the home,unknown,unknown,unknown
9849,swspqy,unknown,unknown,unknown
4508,tgbe,unknown,unknown,unknown
5433,rlmdvkitsnjd,unknown,unknown,unknown
15907,jrhowqszgth,unknown,unknown,unknown
9069,okzpnpxcddtagpxg,unknown,unknown,unknown
11376,pehwvs,unknown,unknown,unknown
11151,eszvzueexk,unknown,unknown,unknown
14076,zrafioecyyt,unknown,unknown,unknown
14343,ivtwudysezd,unknown,unknown,unknown
4826,zvwnagsywp,unknown,unknown,unknown
6895,tnlmwxdfgxkv,unknown,unknown,unknown
9656,erlmixlmotxkds,unknown,unknown,unknown
10949,qpvpowwvxfaxrbontho,unknown,unknown,unknown
6958,qdtop,unknown,unknown,unknown
11568,qlmdrqzbyhor,unknown,unknown,unknown
16351,black pants,unknown,black,pantalon
602,what about the cyan hat,unknown,cyan,hat
1756,is the brown chemise expensive ?,unknown,brown,chemise
6991,ktsfdeyetujrdbs,unknown,unknown,unknown
4885,uuktqqdsqfz,unknown,unknown,unknown
14889,ygdrgunsfsshjlmqun,unknown,unknown,unknown
14859,sqlmuuby,unknown,unknown,unknown
4507,gxdpwulmsqy,unknown,unknown,unknown
14452,fkqvbybk,unknown,unknown,unknown
3115,jglmgfubhpybnw,unknown,unknown,unknown
959,ypukrzdtjtpk,unknown,unknown,unknown
12057,kruwlmfpqz,unknown,unknown,unknown
15331,oxh,unknown,unknown,unknown
3519,qyykpkdhoth,unknown,unknown,unknown
7502,gjdlmjupddntpi,unknown,unknown,unknown
5698,what about the pullover,unknown,unknown,pullover
3355,ceb,unknown,unknown,unknown
15296,ocaedfzyixwehhvci,unknown,unknown,unknown
6645,do you have a white pantalon,Check Availability,white,pantalon
7082,oyyucytvhfojbl,unknown,unknown,unknown
12894,rwivkqwictoypeicl,unknown,unknown,unknown
6293,what about a pink pullover,unknown,pink,pullover
10083,vazgbpbqswcw,unknown,unknown,unknown
5799,what about the pink body,unknown,pink,body
2305,dbepghnzetiztlmoy,unknown,unknown,unknown
7865,lmgxyjozwk,unknown,unknown,unknown
13665,gyoqcqhh,unknown,unknown,unknown
6913,saqnrbwyxwnjdq,unknown,unknown,unknown
4797,may i ask for a green dress,Check Availability,green,dress
3333,He was walking,unknown,unknown,unknown
2216,iisnagvwxbvekno,unknown,unknown,unknown
10558,jzicsulms,unknown,unknown,unknown
4233,do you still have a green shirt,Check Availability,green,shirt
12040,jedlmskfwgjee,unknown,unknown,unknown
7580,zajngzwgex,unknown,unknown,unknown
2174,what is the price of a yellow pullover,Asking for the price,yellow,pullover
2874,ieozs,unknown,unknown,unknown
15695,npwadr,unknown,unknown,unknown
2432,i am looking for a cyan pantalon,Check Availability,cyan,pantalon
13546,qkwjkq,unknown,unknown,unknown
15581,go,unknown,unknown,unknown
4055,can i find a gray dress,Check Availability,gray,dress
6331,i am looking for a gray dress,Check Availability,gray,dress
14084,itbzyn,unknown,unknown,unknown
10819,poxzwoffxjvwtopn,unknown,unknown,unknown
4184,pagxwawdqfwws,unknown,unknown,unknown
6511,may i ask for a purple pantalon,Check Availability,purple,pantalon
12938,xlmqy,unknown,unknown,unknown
15246,peanzgdg,unknown,unknown,unknown
15227,vxl,unknown,unknown,unknown
5216,is there available a skirt,Check Availability,unknown,skirt
5886,can i find a white shirt,Check Availability,white,shirt
13716,kzzvbaueaixttdi,unknown,unknown,unknown
8043,ygvvzz,unknown,unknown,unknown
10143,flmwvqedyqwtfvbp,unknown,unknown,unknown
10875,wkkgopwxwundrkute,unknown,unknown,unknown
11788,fpdcggnpnpwk,unknown,unknown,unknown
2792,glmwsngchvjvgek,unknown,unknown,unknown
13095,kbhshfrrpsarihj,unknown,unknown,unknown
1549,what is the price of a red hat,Asking for the price,red,hat
13725,yrszggxzsealmnpck,unknown,unknown,unknown
9520,qgsjwfeu,unknown,unknown,unknown
8542,evaayncgqlmokvzeksy,unknown,unknown,unknown
8818,ixe,unknown,unknown,unknown
15649,ipecixvnobijxuon,unknown,unknown,unknown
10167,lmbgvdrsnxy,unknown,unknown,unknown
4730,swbkvsiktkxozvf,unknown,unknown,unknown
7950,ddvhiyl,unknown,unknown,unknown
8816,cabgogpefzhbkuzkx,unknown,unknown,unknown
11287,zryalmqiiwjqen,unknown,unknown,unknown
3469,i am looking for a black pantalon,Check Availability,black,pantalon
8483,cibcfgkkgw,unknown,unknown,unknown
14372,uqtajrjcbirzjklm,unknown,unknown,unknown
10655,rhagvrsgyrub,unknown,unknown,unknown
5004,may i ask for a yellow dress,Check Availability,yellow,dress
12242,xtsvdhrxpt,unknown,unknown,unknown
11737,zdadnhzc,unknown,unknown,unknown
879,raxfecdchxaosyi,unknown,unknown,unknown
15020,tuwykzlmuiaeh,unknown,unknown,unknown
2368,rzujoqjrcnvydyxpwhj,unknown,unknown,unknown
839,kqeteswcfy,unknown,unknown,unknown
10321,xrbuknzrxrkttbcpnyy,unknown,unknown,unknown
11705,ihwx,unknown,unknown,unknown
330,what about a black jeans,unknown,black,jeans
12625,wsrznxbuhq,unknown,unknown,unknown
15130,udzypjgqahdda,unknown,unknown,unknown
733,may i ask for a black jacket,Check Availability,black,jacket
7877,fvijvzjatnuxavot,unknown,unknown,unknown
16032,xpqptrwj,unknown,unknown,unknown
2296,hsxfr,unknown,unknown,unknown
3687,etlmwowqds,unknown,unknown,unknown
14669,bektgkhqks,unknown,unknown,unknown
15048,rwgtcespwypoyxix,unknown,unknown,unknown
11370,pnsjib,unknown,unknown,unknown
4116,what is the price of a blue shoes,Asking for the price,blue,shoes
1160,tfegetjyvetjoxvl,unknown,unknown,unknown
9667,sxkcazwriekviti,unknown,unknown,unknown
8000,dgyjzsbekw,unknown,unknown,unknown
9834,rwvq,unknown,unknown,unknown
1292,fsrtugzxnyplmtrdu,unknown,unknown,unknown
173,ughpqpdwrwfpxdx,unknown,unknown,unknown
5934,trrstginzk,unknown,unknown,unknown
3365,duuionaat,unknown,unknown,unknown
5906,qxixvnubfiscphw,unknown,unknown,unknown
5954,jybgrtpa,unknown,unknown,unknown
9231,ninygfuzy,unknown,unknown,unknown
13988,fwneiktjvvlmd,unknown,unknown,unknown
12570,dpcnszciq,unknown,unknown,unknown
9875,drbqixjauizwqhehwk,unknown,unknown,unknown
442,how much does a red hat cost,Asking for the price,red,hat
15960,lmkozdf,unknown,unknown,unknown
14303,ogsrziiicfcbnqcwukl,unknown,unknown,unknown
5200,esqgaht,unknown,unknown,unknown
8397,otlmgudi,unknown,unknown,unknown
4976,ixu,unknown,unknown,unknown
7329,huyclmr,unknown,unknown,unknown
1154,adkzlmiqbfdqpgqsoox,unknown,unknown,unknown
6919,jqsf,unknown,unknown,unknown
10946,udoihvdc,unknown,unknown,unknown
1763,tuof,unknown,unknown,unknown
1070,some black dress,unknown,black,dress
10731,lmtczlmovh,unknown,unknown,unknown
8162,nnrkkqtufbqhlmerjgh,unknown,unknown,unknown
15431,lmqgfbcrzuyvesusrse,unknown,unknown,unknown
10378,xdtdndxc,unknown,unknown,unknown
4476,qkxpjw,unknown,unknown,unknown
6233,lmttnkwzeo,unknown,unknown,unknown
8003,itlmkukuchdkpcsoij,unknown,unknown,unknown
5149,rrpn,unknown,unknown,unknown
13984,nsekgyu,unknown,unknown,unknown
3897,uvtzzigfxb,unknown,unknown,unknown
8921,vkbinetnwbpinu,unknown,unknown,unknown
4765,what about the black shirt,unknown,black,shirt
9635,jfpian,unknown,unknown,unknown
5568,lmaulmtzedgjdib,unknown,unknown,unknown
10061,gflmkynnlmtqxnu,unknown,unknown,unknown
12377,lmkuzrwqpha,unknown,unknown,unknown
9708,ewl,unknown,unknown,unknown
6226,pctxbphk,unknown,unknown,unknown
14815,ejohfseitfazuiqttip,unknown,unknown,unknown
15387,njvecbu,unknown,unknown,unknown
7099,is the brown t-shirt expensive ?,unknown,brown,t-shirt
13471,fpzzqnurwg,unknown,unknown,unknown
6075,fxzqrjdgzed,unknown,unknown,unknown
109,can i find a pink shirt,Check Availability,pink,shirt
10953,ahwqvtskfpbdkeszuro,unknown,unknown,unknown
9357,pzybxl,unknown,unknown,unknown
11281,fityavuz,unknown,unknown,unknown
13751,xnxsuruaodtdeipwkn,unknown,unknown,unknown
4344,what is the price of a black t-shirt,Asking for the price,black,t-shirt
8923,jziiijcejbfj,unknown,unknown,unknown
1074,what about the orange jeans,unknown,orange,jeans
4140,can i find a green pullover,Check Availability,green,pullover
2897,gae,unknown,unknown,unknown
16125,ofbxzuhsyhaizv,unknown,unknown,unknown
10290,tswqbxtty,unknown,unknown,unknown
14156,nkrqzjcitvgeqhcwo,unknown,unknown,unknown
9249,ygipubnvzikxp,unknown,unknown,unknown
10812,naplmlmlmxhiwnsn,unknown,unknown,unknown
1970,is there a white pullover,Check Availability,white,pullover
11466,ztxrrpfbiqekqcnnjy,unknown,unknown,unknown
11984,suh,unknown,unknown,unknown
4635,dfbxquuruzcojzpdyu,unknown,unknown,unknown
82,how much does a cyan pantalon cost,Asking for the price,cyan,pantalon
9239,kwcfbgppe,unknown,unknown,unknown
8266,axtocxzw,unknown,unknown,unknown
4145,qtwu,unknown,unknown,unknown
7367,oqkd,unknown,unknown,unknown
944,what about a green shirt,unknown,green,shirt
1418,slmpfusqdakjh,unknown,unknown,unknown
10422,qgejakiactcye,unknown,unknown,unknown
13829,ucxvaihgbkufvqs,unknown,unknown,unknown
13381,dfrcabyr,unknown,unknown,unknown
15411,hsofkgbqwcnu,unknown,unknown,unknown
10499,lmegx,unknown,unknown,unknown
10209,etalmzqwudoovas,unknown,unknown,unknown
7446,vcwszh,unknown,unknown,unknown
10432,pdbqc,unknown,unknown,unknown
2619,yrrzwjovvisuzlmpgds,unknown,unknown,unknown
1977,cgucxgofdpyaqol,unknown,unknown,unknown
7809,bdfhacnngouihvrr,unknown,unknown,unknown
6330,enhpptkfkqvhuc,unknown,unknown,unknown
8906,ywghrgtnxrqb,unknown,unknown,unknown
9087,ghffyefhhrh,unknown,unknown,unknown
12428,curyohegearrndvhxac,unknown,unknown,unknown
4460,dgbvo,unknown,unknown,unknown
1040,yoohylmqlmncbfq,unknown,unknown,unknown
16046,ytuc,unknown,unknown,unknown
14481,hetlmhsrl,unknown,unknown,unknown
10285,ylmct,unknown,unknown,unknown
12287,nfgzobqj,unknown,unknown,unknown
2149,xzlmjhexjxxsenxey,unknown,unknown,unknown
2411,xdaogcbiyz,unknown,unknown,unknown
15368,lmzkalmcebrf,unknown,unknown,unknown
14000,gkgxdifuhuttoikq,unknown,unknown,unknown
6096,difylmsbtsinkrpwn,unknown,unknown,unknown
7793,ikrycbqfeaktety,unknown,unknown,unknown
15347,ycvwawbriyo,unknown,unknown,unknown
13605,thqcxdyeqqag,unknown,unknown,unknown
11249,pzuf,unknown,unknown,unknown
10311,ewakibijbxcpbpr,unknown,unknown,unknown
4089,anosoclmhwfwlmoecd,unknown,unknown,unknown
13203,nuknhizk,unknown,unknown,unknown
15875,dfhiaqziblmbiig,unknown,unknown,unknown
4005,what about green shirt,unknown,green,shirt
7554,icjtlmnoyz,unknown,unknown,unknown
10228,vjvlmtefcgw,unknown,unknown,unknown
8532,gtztfoi,unknown,unknown,unknown
11629,ptrfrivsiokqaglm,unknown,unknown,unknown
11750,hxbftlmyharrgghs,unknown,unknown,unknown
8784,feyajlmhtpqheree,unknown,unknown,unknown
10852,isthdojretlmcoehvob,unknown,unknown,unknown
5736,bhwqrdjnxajpcne,unknown,unknown,unknown
13535,wdyqnxq,unknown,unknown,unknown
13907,jkwbjjbjhrh,unknown,unknown,unknown
13413,kdn,unknown,unknown,unknown
2307,what about purple chemise,unknown,purple,chemise
9822,bvduoicwjqctlmae,unknown,unknown,unknown
9805,penuwyadowpy,unknown,unknown,unknown
3602,sun,unknown,unknown,unknown
11537,iiykwavrfqqnihqpayh,unknown,unknown,unknown
5420,Elon was talking,unknown,unknown,unknown
12809,rqicebpeozcnkxs,unknown,unknown,unknown
9440,jkpcaggft,unknown,unknown,unknown
12965,kpwrcetzixqlm,unknown,unknown,unknown
8152,owcrbuuqc,unknown,unknown,unknown
9933,nburapgou,unknown,unknown,unknown
12125,yixknfqqzsfklmfqt,unknown,unknown,unknown
3252,cwddxuwgth,unknown,unknown,unknown
8665,fopfsaxrhrgigaej,unknown,unknown,unknown
12961,qexsylm,unknown,unknown,unknown
3886,yohaagsnql,unknown,unknown,unknown
8443,ccdstqx,unknown,unknown,unknown
16292,opigwcnkkdlmeuu,unknown,unknown,unknown
6160,He is talking,unknown,unknown,unknown
1086,rzzlmigqfzfnfevlm,unknown,unknown,unknown
5447,do you still have a green dress,Check Availability,green,dress
9287,orh,unknown,unknown,unknown
4421,ybvjrhgoagsqhtyd,unknown,unknown,unknown
1494,Maria was talking,unknown,unknown,unknown
8874,ffreo,unknown,unknown,unknown
11094,wtid,unknown,unknown,unknown
7362,kbbqcdhzaj,unknown,unknown,unknown
5770,may i ask for a red chemise,Check Availability,red,chemise
8667,veaodlmiubiuzpzwnnj,unknown,unknown,unknown
10436,dgjbkzgdvzilmwokr,unknown,unknown,unknown
13406,chpyhicppffyoxp,unknown,unknown,unknown
1482,swgydgc,unknown,unknown,unknown
7039,do you still have a orange t-shirt,Check Availability,orange,t-shirt
7079,can i find a cyan shirt,Check Availability,cyan,shirt
5547,i am looking for a cyan skirt,Check Availability,cyan,skirt
7234,ubidht,unknown,unknown,unknown
14995,fvaqulmr,unknown,unknown,unknown
4623,ytsixwtgindd,unknown,unknown,unknown
11237,trlmfrdonuawz,unknown,unknown,unknown
10877,rdqnnkdnhtkgqjt,unknown,unknown,unknown
3647,zxaxwfvfbpxtjp,unknown,unknown,unknown
11291,yqfgioxdgrvbssfwh,unknown,unknown,unknown
5571,do you still have a gray dress,Check Availability,gray,dress
8893,eehyzxehkiynnfuuu,unknown,unknown,unknown
11881,paxjzftb,unknown,unknown,unknown
11033,csiipzr,unknown,unknown,unknown
15434,thuhqzwab,unknown,unknown,unknown
5432,fs,unknown,unknown,unknown
5219,Mark is speaking,unknown,unknown,unknown
14831,ukkxx,unknown,unknown,unknown
11701,teqgzqhryh,unknown,unknown,unknown
14004,bqewzisr,unknown,unknown,unknown
1673,kruobhybzvtpubgn,unknown,unknown,unknown
5269,is there available a white shirt,Check Availability,white,shirt
12798,tzzvbbsuirghxbyatl,unknown,unknown,unknown
2713,cztqhgytrpapewgssee,unknown,unknown,unknown
2594,is the blue pantalon expensive ?,unknown,blue,pantalon
7275,kkhcyccawqwpflm,unknown,unknown,unknown
526,is there a blue short,Check Availability,blue,short
8939,doirsaykoelml,unknown,unknown,unknown
7489,yocgylmqiusdphvwfa,unknown,unknown,unknown
15025,fzuarzbcphzzkoivh,unknown,unknown,unknown
12507,xthbntvwedqxgys,unknown,unknown,unknown
378,nkrt,unknown,unknown,unknown
8339,nyzqggi,unknown,unknown,unknown
503,xrjrguetrtxxece,unknown,unknown,unknown
3957,do you still have a brown chemise,Check Availability,brown,chemise
8275,sucnbqirsjspc,unknown,unknown,unknown
7498,tuux,unknown,unknown,unknown
1914,uvxktfyyuzhyqzzr,unknown,unknown,unknown
4844,xiku,unknown,unknown,unknown
1814,risqsoovtdasox,unknown,unknown,unknown
12210,welmtykahbplmiiazar,unknown,unknown,unknown
191,lmvyk,unknown,unknown,unknown
11137,dsoptaqbqjsj,unknown,unknown,unknown
11083,auiw,unknown,unknown,unknown
13922,uwrrrxxvnj,unknown,unknown,unknown
5590,xzzfouuhbkyvppwr,unknown,unknown,unknown
11612,spyxbfpxddgnn,unknown,unknown,unknown
5740,jxbwfjnrtfsitcxnhu,unknown,unknown,unknown
640,xpaptaxbg,unknown,unknown,unknown
942,ziosyjdlmjqvshkiapb,unknown,unknown,unknown
7890,dzaqkutgtg,unknown,unknown,unknown
1075,xrky,unknown,unknown,unknown
10243,xe,unknown,unknown,unknown
9071,uukxilm,unknown,unknown,unknown
7117,kikdfcucogcbk,unknown,unknown,unknown
13644,qwvuy,unknown,unknown,unknown
7629,vjwvgposgs,unknown,unknown,unknown
12828,hotnnfszonzvsb,unknown,unknown,unknown
5034,what about a brown dress,unknown,brown,dress
13696,clmdt,unknown,unknown,unknown
10859,xnezblmqaetxej,unknown,unknown,unknown
2925,rru,unknown,unknown,unknown
16290,lmefrqnf,unknown,unknown,unknown
15424,yiklmro,unknown,unknown,unknown
4453,is there available a gray jacket,Check Availability,gray,jacket
1403,tcnwnsuutf,unknown,unknown,unknown
9047,xgagbblmknvr,unknown,unknown,unknown
11335,jgce,unknown,unknown,unknown
14213,lmurrccztvpiefzt,unknown,unknown,unknown
14654,uheffhecq,unknown,unknown,unknown
12710,fhiggfu,unknown,unknown,unknown
5195,zosyvkqss,unknown,unknown,unknown
8851,fpxfowol,unknown,unknown,unknown
3958,crbpsfgbs,unknown,unknown,unknown
13918,jntywdxsje,unknown,unknown,unknown
5141,uccpcnxvekpueonjl,unknown,unknown,unknown
10827,cwbaqhjqrnyitqi,unknown,unknown,unknown
8580,ukaw,unknown,unknown,unknown
12633,kxoijolma,unknown,unknown,unknown
15787,gnoyakkuxsfqvxjshfb,unknown,unknown,unknown
14979,jiu,unknown,unknown,unknown
96,fodjxztyklmtdzzedi,unknown,unknown,unknown
5469,ikhlmpgublm,unknown,unknown,unknown
14805,esb,unknown,unknown,unknown
7073,kickeiqti,unknown,unknown,unknown
8159,rwjqekduoj,unknown,unknown,unknown
2545,ieesh,unknown,unknown,unknown
11042,weahcrbpvzy,unknown,unknown,unknown
15538,fpfjvqhjlmtxekkzc,unknown,unknown,unknown
12920,zbshlmlmvwzvn,unknown,unknown,unknown
16228,yqbcgdlmxd,unknown,unknown,unknown
3250,hgajewzgoheai,unknown,unknown,unknown
2542,lmuodkzawtwbgwt,unknown,unknown,unknown
16091,yyxhbrece,unknown,unknown,unknown
7466,nqei,unknown,unknown,unknown
7380,covxip,unknown,unknown,unknown
3237,zashctlmuix,unknown,unknown,unknown
12441,hbsxqrkkpjvgje,unknown,unknown,unknown
11865,wywpqptsddudskgo,unknown,unknown,unknown
7045,slmqrtwyojxystf,unknown,unknown,unknown
10309,upkt,unknown,unknown,unknown
14143,hhsrpkygnsenalmq,unknown,unknown,unknown
12790,ck,unknown,unknown,unknown
1601,usczpfebdrc,unknown,unknown,unknown
9800,xduvnotkvlmbff,unknown,unknown,unknown
10486,wzqpwfxcrwpdsnwe,unknown,unknown,unknown
9867,i am looking for a green jeans,Check Availability,green,jeans
4560,nkxzeiwupvzflmpc,unknown,unknown,unknown
11436,bb,unknown,unknown,unknown
126,can i find a cyan hat,Check Availability,cyan,hat
4544,some white hat,unknown,white,hat
14285,onvycaspfrzqbblmro,unknown,unknown,unknown
4117,do you still have a cyan jeans,Check Availability,cyan,jeans
9476,piyqjznqqqvwnzkvsv,unknown,unknown,unknown
4099,edigwappidlmyg,unknown,unknown,unknown
7985,ntyublmolmkursfki,unknown,unknown,unknown
8642,vqzaivhvblmpkjg,unknown,unknown,unknown
2088,yetylmfsjveyqxjnz,unknown,unknown,unknown
15794,fjyuuehgdwozjxsl,unknown,unknown,unknown
16196,jkzjrnaxg,unknown,unknown,unknown
8783,jag,unknown,unknown,unknown
12129,ybcecdxzolmef,unknown,unknown,unknown
13970,nlm,unknown,unknown,unknown
642,gxbpcsfnshni,unknown,unknown,unknown
6464,ygcizddlmdguaskoc,unknown,unknown,unknown
15132,neyfrqs,unknown,unknown,unknown
6613,cntbgphn,unknown,unknown,unknown
7622,cercw,unknown,unknown,unknown
11144,nfo,unknown,unknown,unknown
6001,rhirtjuwqoc,unknown,unknown,unknown
15534,upbvunuba,unknown,unknown,unknown
10615,jhzubbvxnklmqzyjni,unknown,unknown,unknown
13135,hhjeuoud,unknown,unknown,unknown
11551,nywoqvwduvclm,unknown,unknown,unknown
5389,qfatowbsnexw,unknown,unknown,unknown
7555,lmlmjsgrrxhwx,unknown,unknown,unknown
7189,bagac,unknown,unknown,unknown
4690,ciooscaybxfzxdtz,unknown,unknown,unknown
8216,saoqhjkiqrz,unknown,unknown,unknown
11571,ryqrhzu,unknown,unknown,unknown
1303,yphdpzgvzviej,unknown,unknown,unknown
11220,qvznehoqwaafprtir,unknown,unknown,unknown
6860,qdwurjgnyqwrqa,unknown,unknown,unknown
6529,gehavs,unknown,unknown,unknown
8129,fxryzoilm,unknown,unknown,unknown
5333,ebokaoahfbzxfcnv,unknown,unknown,unknown
1969,yarbpdjakilmtcqsegj,unknown,unknown,unknown
12154,vbnfsrvg,unknown,unknown,unknown
1063,hnqiqddzf,unknown,unknown,unknown
1491,may i ask for a orange short,Check Availability,orange,short
15812,xjzhw,unknown,unknown,unknown
15096,kijvwpwqhhulmzj,unknown,unknown,unknown
6191,otknkef,unknown,unknown,unknown
3183,wnsshqcztlmo,unknown,unknown,unknown
16099,guflmnfncubh,unknown,unknown,unknown
14599,arqprdsbgg,unknown,unknown,unknown
14167,glmqj,unknown,unknown,unknown
6553,wirvovyist,unknown,unknown,unknown
12974,abssfsbcercn,unknown,unknown,unknown
12007,wicuq,unknown,unknown,unknown
8537,vfbhaslmgktcebxr,unknown,unknown,unknown
9458,rxjlmguxbuirkkenhrh,unknown,unknown,unknown
13995,kxdrbdcc,unknown,unknown,unknown
10043,pdgspedwtbd,unknown,unknown,unknown
1876,rdiuady,unknown,unknown,unknown
7671,ijagrnjesbuvtio,unknown,unknown,unknown
15678,cvlmpckdvjdhwwsfao,unknown,unknown,unknown
9474,dngbnegvsdayb,unknown,unknown,unknown
3258,zju,unknown,unknown,unknown
11513,owzwgso,unknown,unknown,unknown
7587,fjqkkp,unknown,unknown,unknown
11572,gxysrxsq,unknown,unknown,unknown
11790,eqqgdqzfcosxslmybr,unknown,unknown,unknown
10886,wnjvprxxvgoahik,unknown,unknown,unknown
8388,bxkcralmrhk,unknown,unknown,unknown
6945,qzr,unknown,unknown,unknown
9134,igalmwgxsfktinixbo,unknown,unknown,unknown
10976,ussnc,unknown,unknown,unknown
7033,ayitrskoxqwnye,unknown,unknown,unknown
2797,zpvjtpyisjxa,unknown,unknown,unknown
3177,can i find a purple shoes,Check Availability,purple,shoes
2767,zhplmlm,unknown,unknown,unknown
2047,gf,unknown,unknown,unknown
16414,how much may a ree dress cost,Asking for the price,red,dress
8091,gzpuglmkxs,unknown,unknown,unknown
159,is the white t-shirt expensive ?,unknown,white,t-shirt
15512,qqthkjhks,unknown,unknown,unknown
2052,do you have a brown chemise,Check Availability,brown,chemise
3328,may i ask for a brown jacket,Check Availability,brown,jacket
1554,qbtnlmplmn,unknown,unknown,unknown
13709,fsnehlmozfjlmqlmkku,unknown,unknown,unknown
13058,cehrlmgsker,unknown,unknown,unknown
13391,nqquulmoyftdvdgplmx,unknown,unknown,unknown
7524,yexuu,unknown,unknown,unknown
164,kbzuv,unknown,unknown,unknown
379,how much does a cyan shirt cost,Asking for the price,cyan,shirt
11421,piqah,unknown,unknown,unknown
6814,ffqouefpsnwtskvqza,unknown,unknown,unknown
3219,what about a black t-shirt,unknown,black,t-shirt
13030,zidblmfzfbip,unknown,unknown,unknown
15908,yvbxtzbtcr,unknown,unknown,unknown
15128,kakrb,unknown,unknown,unknown
1166,idq,unknown,unknown,unknown
7758,goofgxfvqnnvrcrvb,unknown,unknown,unknown
6970,ylmrocrsroy,unknown,unknown,unknown
5458,i am looking for a gray skirt,Check Availability,gray,skirt
9159,qwhhzyatupwpnxxlm,unknown,unknown,unknown
12278,ofqqjbtggpj,unknown,unknown,unknown
11641,fzcbiajhqehkwzt,unknown,unknown,unknown
4319,what about blue pullover,unknown,blue,pullover
4135,i am looking for a black jacket,Check Availability,black,jacket
5062,what about brown dress,unknown,brown,dress
10334,eajzovxsbuwwwu,unknown,unknown,unknown
10802,vwxscgbgsj,unknown,unknown,unknown
15393,tcfoey,unknown,unknown,unknown
14243,davqbnxuxdzo,unknown,unknown,unknown
11503,odgzgtyafcz,unknown,unknown,unknown
6063,doylmrwjwrtup,unknown,unknown,unknown
10809,yzxenjukhggik,unknown,unknown,unknown
2753,fcj,unknown,unknown,unknown
5463,tfdqo,unknown,unknown,unknown
13915,cgcyve,unknown,unknown,unknown
2607,do you have a gray skirt,Check Availability,gray,skirt
6867,ckxctuufblmcahcgb,unknown,unknown,unknown
13334,owi,unknown,unknown,unknown
16276,lmcvhgrlmcgp,unknown,unknown,unknown
15206,jxtqqa,unknown,unknown,unknown
9633,wnx,unknown,unknown,unknown
3513,do you still have a orange jacket,Check Availability,orange,jacket
597,ortosyf,unknown,unknown,unknown
15842,oeyttudesqrol,unknown,unknown,unknown
3490,gsdyswgeproqdy,unknown,unknown,unknown
11839,vc,unknown,unknown,unknown
10562,vh,unknown,unknown,unknown
12955,ogistkwbguod,unknown,unknown,unknown
2372,pvjkugkgvtj,unknown,unknown,unknown
3448,lmgctzvxiwv,unknown,unknown,unknown
10638,knnfqr,unknown,unknown,unknown
12559,fxuxso,unknown,unknown,unknown
13519,joobd,unknown,unknown,unknown
74,qojkttatoc,unknown,unknown,unknown
9523,lmxxp,unknown,unknown,unknown
8622,rrobogjfdt,unknown,unknown,unknown
11028,xftfvekhqtskvyv,unknown,unknown,unknown
635,may i ask for a cyan short,Check Availability,cyan,short
10675,ckisio,unknown,unknown,unknown
15066,jxkeilmedkxr,unknown,unknown,unknown
9887,fskvfekc,unknown,unknown,unknown
12347,pwlm,unknown,unknown,unknown
2935,do you have a cyan pantalon,Check Availability,cyan,pantalon
2860,hvbasogsycowp,unknown,unknown,unknown
16194,txtprnuwhpsrkngf,unknown,unknown,unknown
3919,wqbf,unknown,unknown,unknown
13516,pyozjpcbhpfku,unknown,unknown,unknown
4911,oic,unknown,unknown,unknown
9812,zbfqqhkincbkkfgiyfg,unknown,unknown,unknown
8573,zefktosbwzgd,unknown,unknown,unknown
2107,some purple jeans,unknown,purple,jeans
3542,qypolmlmdyez,unknown,unknown,unknown
661,bfobhyuzetyqxxdza,unknown,unknown,unknown
3689,may i ask for a red t-shirt,Check Availability,red,t-shirt
14310,uzszeer,unknown,unknown,unknown
14273,qhqjhwuwt,unknown,unknown,unknown
